,Document Name,Category,Original Metadata,Metadata Match,Context,Possible Matches
156,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,"Metric Stream may provide Customer wilh professional services in support of or that otherwise relate to the Cloud Services provided by Metric Stream, including, but not limited to, installation and integrations services, training, and consulting services (collectively, the “Professional Services”).Professional Services to be provided by Metric Stream to Customer shall be set forth in applicable Order Forms or SOWs that are mutually executed between the parties.a) Fees.",[]
169,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,"a) Fees.Any ſees associated with Professional Services to be provided by Metric Stream will be set forth in the applicable Order Form or SOW.In the event that fees are not set forth in the foregoing documentation, then Professional Services will be charged and invoiced at Metric Stream's then current standard hourly rates.",[]
179,FHLB_Chicago_2016_Renewal.pdf,Fee,Support Fee,Support Fee,"Any ſees associated with Professional Services to be provided by Metric Stream will be set forth in the applicable Order Form or SOW.In the event that fees are not set forth in the foregoing documentation, then Professional Services will be charged and invoiced at Metric Stream's then current standard hourly rates.b) Metric Stream Personnel.",[]
187,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"to provide the Services in accordance with this Agreement.If Customer determines in good faith that the continued assignment to the Services of any individual Metric Stream Personnel is not in the best interests of Customer, then Customer shall give Metric Stream notice to that effect requesting that such MetricStrçam personnel be replaced.Metric Stream shall, as soon as possible, permanently remove and replace such Metric Stream Personnel with an individual of suitable ability and qualifications.",[]
194,FHLB_Chicago_2016_Renewal.pdf,Date,Renewal Notice Period,Renewal Notice Period,"Metric Stream shall, as soon as possible, permanently remove and replace such Metric Stream Personnel with an individual of suitable ability and qualifications.In such event, Customer shall not be obligated to pay any expenses or other fees relating to the replacement of such MetricStream 21 Page 0.02 April 2016    MetricStream Personnel, including any training or other knowledge transfer activities or overlaps in periods of employment.Nothing in this provision shall operate or be construed to limit Metric Stream's responsibility for the acts or omissions of Metric Stream Personnel, or be construed as joint employment.",['April 2016']
207,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,"c) Subcontractors.MetricStream shall not use any subcontractors to provide any Services under a SOW or Order Form without the prior written approval of Customer.MetricStream shall at all times be and remain directly and primarily liable to Custoiner for the performance of all of the obligations of MetricStream hereunder, including those assigned to or assumed by any subcontractors, and for subcontractors' compliance with this Agreement (whether or not Customer consented to the use of a subcontractor).",[]
209,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"c) Subcontractors.MetricStream shall not use any subcontractors to provide any Services under a SOW or Order Form without the prior written approval of Customer.MetricStream shall at all times be and remain directly and primarily liable to Custoiner for the performance of all of the obligations of MetricStream hereunder, including those assigned to or assumed by any subcontractors, and for subcontractors' compliance with this Agreement (whether or not Customer consented to the use of a subcontractor).",[]
211,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"MetricStream shall not use any subcontractors to provide any Services under a SOW or Order Form without the prior written approval of Customer.MetricStream shall at all times be and remain directly and primarily liable to Custoiner for the performance of all of the obligations of MetricStream hereunder, including those assigned to or assumed by any subcontractors, and for subcontractors' compliance with this Agreement (whether or not Customer consented to the use of a subcontractor).MetricStream shall ensure that each subcontractor complies, and that each subcontract includes provisions that require compliance by the applicable subcontractor with, the obligations of Metric Stream under this Agreement.",[]
230,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,2.7 Change in Scope of Services.Any addition or other change to the Services contained in an Order Form or SOW must be mutually agreed to in writing between the parties.Metric Stream shall have no obligation to provide and Customer shall have no obligation to pay any fees for any services or other deliverables that are not explicitly set forth in any Order Form or SOW or in mutually executed ainendment thereto.,[]
232,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,Any addition or other change to the Services contained in an Order Form or SOW must be mutually agreed to in writing between the parties.Metric Stream shall have no obligation to provide and Customer shall have no obligation to pay any fees for any services or other deliverables that are not explicitly set forth in any Order Form or SOW or in mutually executed ainendment thereto.3.0 TERM AND TERMINATION 3.1 Term.,[]
246,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Metric Stream shall have no obligation to provide and Customer shall have no obligation to pay any fees for any services or other deliverables that are not explicitly set forth in any Order Form or SOW or in mutually executed ainendment thereto.3.0 TERM AND TERMINATION 3.1 Term.The terin of this Agreement shall be three (3) years, unless terminated as provided herein.",[]
247,FHLB_Chicago_2016_Renewal.pdf,"Legal, Agreement","Agreement Type, Other Order Form Terms","Order Form, Other Order Form Terms","Metric Stream shall have no obligation to provide and Customer shall have no obligation to pay any fees for any services or other deliverables that are not explicitly set forth in any Order Form or SOW or in mutually executed ainendment thereto.3.0 TERM AND TERMINATION 3.1 Term.The terin of this Agreement shall be three (3) years, unless terminated as provided herein.",[]
249,FHLB_Chicago_2016_Renewal.pdf,Date,Renewal Term,Renewal Term,"3.0 TERM AND TERMINATION 3.1 Term.The terin of this Agreement shall be three (3) years, unless terminated as provided herein.The term of this Agreement will renew automnatically on its same terms for successive one-year terms unless either party terminates the Agreement after the initial term and upon sixty (60) days' prior written notice of renewal.","['sixty', ""60) days'"", '3) years', 'one-year', '3.1 Term']"
251,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"3.0 TERM AND TERMINATION 3.1 Term.The terin of this Agreement shall be three (3) years, unless terminated as provided herein.The term of this Agreement will renew automnatically on its same terms for successive one-year terms unless either party terminates the Agreement after the initial term and upon sixty (60) days' prior written notice of renewal.",[]
