,Category,Original_Keyword,Searched_Keyword,sentence_number,Text,Secondary_Term,Secondary_Synonym,Secondary_Context
129,Agreement,agreement,agreement,62,"After the Initial Term, Customer may terminate this Agreement without cause with 30 days prior notice to MetricStream.",[],[],
130,Legal,term,term,62,"After the Initial Term, Customer may terminate this Agreement without cause with 30 days prior notice to MetricStream.",[],[],
131,Time,term,term,63,3.4 Effects of Termination.,[],[],
132,Time,termination,termination,63,3.4 Effects of Termination.,[],[],
133,Legal,term,term,63,3.4 Effects of Termination.,[],[],
134,Time,term,term,64,"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.",[],[],
135,Time,termination,termination,64,"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.",[],[],
136,Agreement,agreement,agreement,64,"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.",[],[],
137,Product,license,certify,64,"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.",[],[],
138,Legal,term,term,64,"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.",[],[],
139,Time,term,term,65,Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.,['payment'],['payment'],"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.All such payments shall be made by Customer within thirty (30) days of any termination of this Agreement."
140,Time,termination,termination,65,Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.,[],[],
141,Agreement,agreement,agreement,65,Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.,[],[],
142,Financial,fee,fee,65,Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.,['license'],['certify'],"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.All such payments shall be made by Customer within thirty (30) days of any termination of this Agreement."
143,Legal,term,term,65,Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.,['payment'],['payment'],"Upon expiration or termination of this Agreement; (a) Customer shall: (i) cease using the Services; and (ii) certify to Metric Stream within one month after expiration or termination that Customer has destroyed or has returned to Metric Stream all related documentation and copies thereof, and (b) MetricStream shall retum to Customer all data furnished by Customer in connection with this Agreement, however any MetricStream Services required to migrate Customer's data to other systems will be charged at Metric Stream's then current services rates.Termination of this Agreement shall not relieve Customer's obligation to pay all fees that have accrued or are otherwise owed by Customer under this Agreement for Services performed by MetricStream prior to termination.All such payments shall be made by Customer within thirty (30) days of any termination of this Agreement."
