,Category,Original Metadata,Metadata Match,Context,Possible Matches
180,Legal,Other Order Form Terms,Other Order Form Terms,"Modifications for Delay Except for any event of force majeure as described in Section 9.11 of the Agreement, the parties agree that the following provisions shall apply in the event of certain delays: 1.In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.",[]
181,Fee,Support Fee,Support Fee,"In the event a delay in the project timeline occurs due to Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, MetricStream may request a change request to modify the terin of this SOW as well for any modification to the professional fees applicable to the modified term.In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.If either party reasonably determines that a delay by the other party may affect the project plan, such non-delaying party shall notify the other party in writing, Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, shall make the customer liable to pay for the additional cost that Metric Stream shall incur to keep its resources on the project for the delayed timeline.",[]
182,Legal,Other Order Form Terms,Other Order Form Terms,"In the event of a delay by more than ten (10) days in the completion of any project phase, as identified in the formal project plan, which delay is solely attributable to either party, both parties agree that either party shall have the right Page 11    MetricStream to requesi a change order to modify the professional fee and time for performance.If either party reasonably determines that a delay by the other party may affect the project plan, such non-delaying party shall notify the other party in writing, Customer's resources not providing reasonable support to complete or review the Deliverables identified in the project plan, shall make the customer liable to pay for the additional cost that Metric Stream shall incur to keep its resources on the project for the delayed timeline.Metric Stream's not providing reasonable efforts to complete or deliver the Deliverables identified in the project plan shall make Meiric Stream liable for the additional costs that Customer may incur to keep its resources available to support Metric Stream's production and delivery of the Deliverables.",[]
183,Person,Client Name,Client Name,"Client Project Manager or MetricStream Project Manager 0 Who can approve a Change Request?Authorized Client and Metric Stream representatives, A Change Request may take the following form or some other mutually agreed upon by Client and Metric Stream.Page 13    MetricStream Form Change Request Form Change Request No: CR Status: Release: Required by Date: Change Request Title: Priority: Description: Raised By: Allocated To: Raised Date: Impact Assessment Summary Description of Impact(s) Effort (person-Days) Cost Cost Impact Required effort impacts timeline Other Work Affected by Change Request Required Effort in Person Days - Total Estimated Delivery Date Does the Business Unit Need to Be Informed of This CR: Impact of not implementing change: Approval Position Name Signature Date MetricStream Solutions Manager Client Project Manager Reason for rejection/suspension: Info Copies to be sent to: Page 14    MetricStream 9.",[]
184,Person,Client Name,Client Name,"Authorized Client and Metric Stream representatives, A Change Request may take the following form or some other mutually agreed upon by Client and Metric Stream.Page 13    MetricStream Form Change Request Form Change Request No: CR Status: Release: Required by Date: Change Request Title: Priority: Description: Raised By: Allocated To: Raised Date: Impact Assessment Summary Description of Impact(s) Effort (person-Days) Cost Cost Impact Required effort impacts timeline Other Work Affected by Change Request Required Effort in Person Days - Total Estimated Delivery Date Does the Business Unit Need to Be Informed of This CR: Impact of not implementing change: Approval Position Name Signature Date MetricStream Solutions Manager Client Project Manager Reason for rejection/suspension: Info Copies to be sent to: Page 14    MetricStream 9.Signature Page THE PARTIES HERETO have caused this statement of Work to be executed by their duly authorized representatives.",[]
185,Person,Client Name,Client Name,"FEDERAL HOME LOAN BANK OF CHICAGO METRICSTREAM, INC.Dand By: By: Name: Name: DAVID A. KEEFE Title: Title: UP FINANCE December 29, 2016 Date: Date: Page 15    MetricStream Exhibit E Data Protection Protocols This Data Protection Protocols sets forth the data protection and security protocols (collectively, the ""Protocols"") that Company will apply with regard to maintaining the security and privacy of, and guard against the unauthorized access to or alteration or destruction of, Customer Data, including any nonpublic personal information contained in such Customer Data, by any Company Personnel in connection with the performance of Services under the Agreement or by third parties.General 2.",['DAVID A. KEEFE']
186,Agreement,breach,breach,"Access Contro] Company will be responsible for controlling and tracking access by DPP Personnel to Customer Data, Company shall restrict DPP Personnel from accessing, or allowing access to, any Customer Data to which they arç noi permitted access under the Agreement or the applicable Statement of Work.If unauthorized access constitutes a Security Breach, Company shall as soon as practicable report such incident to the Bank, describe in detail the accessed Customer Data and return to Bank any copied or removed Customer Data.Company will require all DPP Personnel to enter a user ID and password prior to gaining access to any Customer Data.",[]
187,Person,Client Name,Client Name,"Reinote access by DPP Personnel into Bank Systems will require two-factor authentication.Each individual DPP Personnel will use luis/her own unique username and password to access Customer Data, which will be provided by Company.Each username will be associated with a specific individual DPP Personnel in the roster.",[]
188,Person,Client Name,Client Name,"The log must include eachi System Administrator's name, role, the date access granted and the date access terminated (if applicable).Least Privileged Access Company Personnel may only access Customer Data for which they have been authorized.Company will provide to DPP Personnel access to Customer Data only to the extent that is necessary and appropriate for their roles and responsibilities, using the concept of least privileged access.",[]
189,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Company guidelines for use of Bank-provided devices that may be used to access Customer Data will be established and enforced.Company guidelines for use of subcontractor devices that may be used to access Customer Data will be established and enforced.Upon termination of the Services, Company will require that all Customer Data will be wiped from all devices assigned for the provision of the Services to Bank.",[]
190,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Upon termination of the Services, Company will require that all Customer Data will be wiped from all devices assigned for the provision of the Services to Bank.Encryption Hard disk encryption is required on all workstations (whether owned by Company, Bank or a subcontractor) that are used by Company Personnel in the provision of the Services.Company will encrypt its transmissions of Bank nonpublic personal information via the internet at minimum 128- bit AES encryption Company will encrypt all Bank nonpublic personal information that it transmits or stores via mobile media.",[]
191,Agreement,backup,backup,"All files containing Bank nonpublic personal information “at rest” outside of application environments (e.g., document repositories such as SharePoint or file share) at the file level for which Company is responsible will be encrypted.Any Company workstation or laptop containing Customer Data must be backed up using a bit locker encrypted external disk or a backup tool that provides at a minimum 256 bit AES encryption, or if done at a Company Location, Company's internal backup system, provided that such backup system performs backups in a manner that is consistent with those that would result from the tool specified above.Page 17    MetricStream All database backups for which Company is responsible will be encrypted.",[]
192,Agreement,backup,backup,"Any Company workstation or laptop containing Customer Data must be backed up using a bit locker encrypted external disk or a backup tool that provides at a minimum 256 bit AES encryption, or if done at a Company Location, Company's internal backup system, provided that such backup system performs backups in a manner that is consistent with those that would result from the tool specified above.Page 17    MetricStream All database backups for which Company is responsible will be encrypted.Company provided encrypted (c.g.",[]
193,Legal,Client Consent required to assign - Y/N,Client Consent,Company provided encrypted (c.g.Ironkey or bitlocker) devices are the only acceptable form of mobile media to store files containing Customer Data.Transmission of Data 9.,[]
194,Agreement,breach,breach,"Company will provide an affidavit of destruction if requested by Bank.13, Security Breaches Company will maintain a centralized management response plan and require that all Company Personnel promptly report to a centralized management response center any actual or suspected Security Breach in accordance with its internal policies.If Company reasonably believes that a Security Breach is likely to occur or determines that there has been an actual Security Breach, Company shall: Page 18  ",[]
195,Agreement,breach,breach,"If Company reasonably believes that a Security Breach is likely to occur or determines that there has been an actual Security Breach, Company shall: Page 18  ",[]
